ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
nopalachatino,Bible in Nopala Chatino,"The Bible, translated into Nopala Chatino.",ebible.org,Wycliffe Bible Translators (2013): El Nuevo Testamento [The Bible in Nopala Chatino]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/cya_html.zip,,Primary texts,Wycliffe Bible Translators,2013,2015-03-17,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/cya_html.zip,CLD-Bible-nopalachatino
dangaleatnt,Bible in Dangaleat,"The Bible, translated into Dangaleat.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Jamaw ta Marbinto: Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla [The Bible in Dangaleat]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/daaNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2021-11-01,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/daaNT_html.zip,CLD-Bible-dangaleatnt
marik,Bible in Marik,"The Bible, translated into Marik.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Mata Ifenẽya Nẽ Od [The Bible in Marik]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dad_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2013-07-22,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dad_html.zip,CLD-Bible-marik
dan,Bible in Dan,"The Bible, translated into Dan.",ebible.org,"Wycliffe Bible Translators, Inc. (1991): NAƆ ‑SË 'SËËDHƐ [The Bible in Dan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/daf_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1991,2021-07-12,All rights reserved,"Copyright © 1991 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/daf_html.zip,CLD-Bible-dan
gwahatike,Bible in Gwahatike,"The Bible, translated into Gwahatike.",ebible.org,Wycliffe Bible Translators (2000): Al Kuruŋyen Mere Igiŋ [The Bible in Gwahatike]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dah_html.zip,,Primary texts,Wycliffe Bible Translators,2000,2016-08-10,CCBYND-4.0,"Copyright © 2000 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dah_html.zip,CLD-Bible-gwahatike
danish1931,Bible in Danish,"The Bible, translated into Danish.",ebible.org,Danish Bible Society (1907): Hellig Bibel [The Bible in Danish]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dan1931_html.zip,,Primary texts,Danish Bible Society,1907,2021-07-19,Public Domain,"Copyright © 1907, 1931 Det Danske Bibelselskab",https://ebible.org/Scriptures/dan1931_html.zip,CLD-Bible-danish1931
daaichin,Bible in Daai Chin,"The Bible, translated into Daai Chin.",ebible.org,The Word for the World Southeast Asia (2018): Dai Cangcim Kthai [The Bible in Daai Chin]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dao_html.zip,,Primary texts,The Word for the World Southeast Asia,2018,2023-04-09,CCBY-4.0,Copyright © 2018 The Word for the World International,https://ebible.org/Scriptures/dao_html.zip,CLD-Bible-daaichin
dedua,Bible in Dedua,"The Bible, translated into Dedua.",ebible.org,Wycliffe Bible Translators (2005): Yoac kekehagocac Dzadzahac gboria nga Mitiyegec [The Bible in Dedua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ded_html.zip,,Primary texts,Wycliffe Bible Translators,2005,2015-01-02,CCBYNCND-4.0,"Copyright © 2005 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ded_html.zip,CLD-Bible-dedua
desano,Bible in Desano,"The Bible, translated into Desano.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Goãmʉ Yare Wereripʉ [The Bible in Desano]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/des_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2020-11-17,All rights reserved,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/des_html.zip,CLD-Bible-desano
german1912,Bible in German,"The Bible, translated into German.",ebible.org,Martin Luther (): Lutherbibel 1912 [The Bible in German]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/deu1912_html.zip,,Primary texts,Martin Luther,,2023-08-09,Public Domain,public domain,https://ebible.org/Scriptures/deu1912_html.zip,CLD-Bible-german1912
german1951,Bible in German,"The Bible, translated into German.",ebible.org,Franz-Eugen Schlachter (1951): Die Schlachter-Bibel 1951 [The Bible in German]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/deu1951_html.zip,,Primary texts,Franz-Eugen Schlachter,1951,2022-03-30,CCBY-4.0,Copyright © 1951 Genfer Bibelgeschellschaft (Geneva Bible Society),https://ebible.org/Scriptures/deu1951_html.zip,CLD-Bible-german1951
germanelbbk,Bible in German,"The Bible, translated into German.",ebible.org,Verbreitung des christlichen Glaubens e.V. (2019): Elberfelder Übersetzung (Version von bibelkommentare.de) [The Bible in German]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/deuelbbk_html.zip,,Primary texts,Verbreitung des christlichen Glaubens e.V.,2019,2023-10-23,CCBYNCND-4.0,Copyright © 2019 Verbreitung des christlichen Glaubens e.V.,https://ebible.org/Scriptures/deuelbbk_html.zip,CLD-Bible-germanelbbk
germanelo,Bible in German,"The Bible, translated into German.",ebible.org,"Julius Anton von Poseck, Carl Brockhaus, and John Nelson Darby (): Darby Unrevidierte Elberfelder [The Bible in German]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/deuelo_html.zip",,Primary texts,"Julius Anton von Poseck, Carl Brockhaus, and John Nelson Darby",,2023-09-19,Public Domain,public domain,https://ebible.org/Scriptures/deuelo_html.zip,CLD-Bible-germanelo
germantkw,Bible in German,"The Bible, translated into German.",ebible.org, (): Textbibel von Kautzsch und Weizsäcker [The Bible in German]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/deutkw_html.zip,,Primary texts,,,2018-12-19,Public Domain,public domain,https://ebible.org/Scriptures/deutkw_html.zip,CLD-Bible-germantkw
casigurannagtipunanagta,Bible in Casiguran-Nagtipunan Agta,"The Bible, translated into Casiguran-Nagtipunan Agta.",ebible.org,Wycliffe Bible Translators (1979): Bigu a tipan: I mahusay a baheta para ta panahun tam [The Bible in Casiguran-Nagtipunan Agta]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dgc_html.zip,,Primary texts,Wycliffe Bible Translators,1979,2015-03-17,CCBYNCND-4.0,"Copyright © 1979 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dgc_html.zip,CLD-Bible-casigurannagtipunanagta
dogribdognt,Bible in Dogrib,"The Bible, translated into Dogrib.",ebible.org,Canadian Bible Society (2009): Nǫ̀htsı̨̨ Nı̨̨htł'è [The Bible in Dogrib]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dgrDOGNT_html.zip,,Primary texts,Canadian Bible Society,2009,2014-04-22,CCBYNCND-4.0,Copyright © 2009 Canadian Bible Society,https://ebible.org/Scriptures/dgrDOGNT_html.zip,CLD-Bible-dogribdognt
daga,Bible in Daga,"The Bible, translated into Daga.",ebible.org,Wycliffe Bible Translators (1974): Daga New Testament [The Bible in Daga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dgz_html.zip,,Primary texts,Wycliffe Bible Translators,1974,2015-01-02,CCBYNCND-4.0,"Copyright © 1974, 2004 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dgz_html.zip,CLD-Bible-daga
dhangu,Bible in Dhangu,"The Bible, translated into Dhangu.",ebible.org, (2019): Djesuwuŋ ŋuwakurru dhäwu Mäkkuŋ wukirriwuy [The Bible in Dhangu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dhg_html.zip,,Primary texts,,2019,2023-04-15,CCBYNCND-4.0,Copyright © 2019 Wycliffe Bible Translators,https://ebible.org/Scriptures/dhg_html.zip,CLD-Bible-dhangu
dhanguduwadha,Bible in Dhangu,"The Bible, translated into Dhangu.",ebible.org, (2019): Dhuwa Dhaŋu'mi Mäk [The Bible in Dhangu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dhgduwadha_html.zip,,Primary texts,,2019,2023-07-14,CCBYNCND-4.0,Copyright © 2019 Wycliffe Bible Translators,https://ebible.org/Scriptures/dhgduwadha_html.zip,CLD-Bible-dhanguduwadha
didinga,Bible in Didinga,"The Bible, translated into Didinga.",ebible.org,"Wycliffe Bible Translators, Inc. (1988): Dibabawon Manobo texts [The Bible in Didinga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/did_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1988,2020-11-17,All rights reserved,"Copyright © 1988 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/did_html.zip,CLD-Bible-didinga
dieri,Bible in Dieri,"The Bible, translated into Dieri.",ebible.org,"J. G. REUTHER, C. STREHLOW, jaura jinkmietja wulana (): TESTAMENTA MARRA [The Bible in Dieri]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dif_html.zip",,Primary texts,"J. G. REUTHER, C. STREHLOW, jaura jinkmietja wulana",,2023-07-26,Public Domain,public domain,https://ebible.org/Scriptures/dif_html.zip,CLD-Bible-dieri
digo,Bible in Digo,"The Bible, translated into Digo.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Digo [The Bible in Digo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dig_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-24,All rights reserved,Copyright © 2019 Bible Translation and Literacy,https://ebible.org/Scriptures/dig_html.zip,CLD-Bible-digo
southwesterndinkant,Bible in Southwestern Dinka,"The Bible, translated into Southwestern Dinka.",ebible.org,"Wycliffe Bible Translators, Inc. (2006): Lëk yam [The Bible in Southwestern Dinka]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dikNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2006,2014-04-22,CCBYNCND-4.0,"Copyright © 2006 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dikNT_html.zip,CLD-Bible-southwesterndinkant
dhivehi,Bible in Dhivehi,"The Bible, translated into Dhivehi.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): ކިތާބުލް މުޤައްދަސް [The Bible in Dhivehi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/div_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-17,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/div_html.zip,CLD-Bible-dhivehi
djinang,Bible in Djinang,"The Bible, translated into Djinang.",ebible.org, (1977): Djinang Bible [The Bible in Djinang]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dji_html.zip,,Primary texts,,1977,2023-07-26,CCBYSA,Copyright © 1977-2021 Wycliffe Bible Translators,https://ebible.org/Scriptures/dji_html.zip,CLD-Bible-djinang
djeebbana,Bible in Djeebbana,"The Bible, translated into Djeebbana.",ebible.org, (2023): Ndjébbana Christmas Story [The Bible in Djeebbana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/djj_html.zip,,Primary texts,,2023,2023-07-28,CCBYNCND-4.0,Copyright © 2023 Wycliffe Bible Translators,https://ebible.org/Scriptures/djj_html.zip,CLD-Bible-djeebbana
aukannt,Bible in Aukan,"The Bible, translated into Aukan.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Beibel: okanisi tongo [The Bible in Aukan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/djkNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-22,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/djkNT_html.zip,CLD-Bible-aukannt
djambarrpuyngu,Bible in Djambarrpuyngu,"The Bible, translated into Djambarrpuyngu.",ebible.org, (2008): God-Waŋarrwu Walŋamirr Dhäruk [The Bible in Djambarrpuyngu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/djr_html.zip,,Primary texts,,2008,2023-10-13,CCBYNCND-4.0,Copyright © 2008 Bible Society of Australia,https://ebible.org/Scriptures/djr_html.zip,CLD-Bible-djambarrpuyngu
nucleardan,Bible in Nuclear Dan,"The Bible, translated into Nuclear Dan.",ebible.org,"Wycliffe Bible Translators, Inc. (1991): 'WUN SË ‑NAƆ 'SËËDHƐ [The Bible in Nuclear Dan]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dnj_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1991,2020-11-17,All rights reserved,"Copyright © 1991 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dnj_html.zip,CLD-Bible-nucleardan
dobu,Bible in Dobu,"The Bible, translated into Dobu.",ebible.org,Wycliffe Bible Translators (1985): Loina Tabu Auwauna [The Bible in Dobu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dob_html.zip,,Primary texts,Wycliffe Bible Translators,1985,2015-01-02,CCBYNCND-4.0,"Copyright © 1985 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dob_html.zip,CLD-Bible-dobu
lukpa,Bible in Lukpa,"The Bible, translated into Lukpa.",ebible.org,SIM (1999): PIIPILI ƖSƆ TƆM TAKƎLAƔA [The Bible in Lukpa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dop_html.zip,,Primary texts,SIM,1999,2017-10-16,CCBYNCND-4.0,Copyright © 1999 SIM,https://ebible.org/Scriptures/dop_html.zip,CLD-Bible-lukpa
tokaleyadombe,Bible in Toka-Leya-Dombe,"The Bible, translated into Toka-Leya-Dombe.",ebible.org,"DUBE MAKEYI S, Denis, Keepers, Smart, Leviticus, Lusyomo, David, Charles, Ian,Daimon, Gedion., ELEK, Faith, Leviticus Muleya, Lucy Ngosolo, Makeyi S Dube, Makeyi s dube, Muleya Nkondo, Purpoe Mumpande, Purpose, Richard, Stephen, Samson,Nkondo, Mackion, Elek, Wilson, Dickson, January, Betty, Stephen, TOM-88PN_0003.MACHINGA, iii9i, nkondo, onesai misioni, patricia banda, peaceful, purpoe, victor (2020): Dombe New Testament [The Bible in Toka-Leya-Dombe]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dov_html.zip",,Primary texts,"DUBE MAKEYI S, Denis, Keepers, Smart, Leviticus, Lusyomo, David, Charles, Ian,Daimon, Gedion., ELEK, Faith, Leviticus Muleya, Lucy Ngosolo, Makeyi S Dube, Makeyi s dube, Muleya Nkondo, Purpoe Mumpande, Purpose, Richard, Stephen, Samson,Nkondo, Mackion, Elek, Wilson, Dickson, January, Betty, Stephen, TOM-88PN_0003.MACHINGA, iii9i, nkondo, onesai misioni, patricia banda, peaceful, purpoe, victor",2020,2020-07-06,CCBYSA,Copyright © 2020 Door43 World Missions Community,https://ebible.org/Scriptures/dov_html.zip,CLD-Bible-tokaleyadombe
desiya,Bible in Desiya,"The Bible, translated into Desiya.",ebible.org,The Word for the World International (2020): ସତିଅର୍‌ ବାଟ୍‌ [The Bible in Desiya]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dso_html.zip,,Primary texts,The Word for the World International,2020,2023-04-08,CCBY-4.0,Copyright © 2020 The Word for the World International,https://ebible.org/Scriptures/dso_html.zip,CLD-Bible-desiya
hunsaare,Bible in Hun-Saare,"The Bible, translated into Hun-Saare.",ebible.org,WBT Central Zone (2017): ut-Hun New Testament [The Bible in Hun-Saare]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dud_html.zip,,Primary texts,WBT Central Zone,2017,2020-11-17,All rights reserved,"Copyright © 2017 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dud_html.zip,CLD-Bible-hunsaare
umiraydumagetagta,Bible in Umiray Dumaget Agta,"The Bible, translated into Umiray Dumaget Agta.",ebible.org,"Wycliffe Bible Translators, Inc. (1977): I bowon a pagpakikasungdu [The Bible in Umiray Dumaget Agta]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/due_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1977,2020-11-10,All rights reserved,"Copyright © 1977 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/due_html.zip,CLD-Bible-umiraydumagetagta
dupaninanagta,Bible in Dupaninan Agta,"The Bible, translated into Dupaninan Agta.",ebible.org,"Wycliffe Bible Translators, Inc. (2001): Agta, Dupaninan [The Bible in Dupaninan Agta]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/duo_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2001,2020-11-10,All rights reserved,"Copyright © 2001 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/duo_html.zip,CLD-Bible-dupaninanagta
dawroent,Bible in Dawro,"The Bible, translated into Dawro.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Ooratha Caaquwaa [The Bible in Dawro]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dwrENT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2014-04-22,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dwrENT_html.zip,CLD-Bible-dawroent
dawront,Bible in Dawro,"The Bible, translated into Dawro.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Ooratha Caaquwaa [The Bible in Dawro]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dwrNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2019-12-29,CCBYND-4.0,Copyright © 2011 The Word for the World,https://ebible.org/Scriptures/dwrNT_html.zip,CLD-Bible-dawront
nucleardhuwalliv,Bible in Nuclear Dhuwal,"The Bible, translated into Nuclear Dhuwal.",ebible.org, (2021): Luke [The Bible in Nuclear Dhuwal]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dwuliv_html.zip,,Primary texts,,2021,2023-07-28,CCBYNCND-4.0,Copyright © 2021 Wycliffe Bible Translators,https://ebible.org/Scriptures/dwuliv_html.zip,CLD-Bible-nucleardhuwalliv
dawawa,Bible in Dawawa,"The Bible, translated into Dawawa.",ebible.org,Wycliffe Bible Translators (2002): Vari Verenama [The Bible in Dawawa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dww_html.zip,,Primary texts,Wycliffe Bible Translators,2002,2015-01-02,CCBYNCND-4.0,"Copyright © 2002 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dww_html.zip,CLD-Bible-dawawa
dhuwaya,Bible in Dhuwaya,"The Bible, translated into Dhuwaya.",ebible.org, (2019): Djesuwalaŋuwuy latjuꞌ dhäwuꞌ Markkuŋu wukirriwuy [The Bible in Dhuwaya]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dwy_html.zip,,Primary texts,,2019,2023-09-20,CCBYNCND-4.0,Copyright © 2019 Bible Society of Australia,https://ebible.org/Scriptures/dwy_html.zip,CLD-Bible-dhuwaya
djiminisenoufo,Bible in Djimini Senoufo,"The Bible, translated into Djimini Senoufo.",ebible.org,"Wycliffe Bible Translators, Inc. (2014): Bibulu Jinmiire ni [The Bible in Djimini Senoufo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dyi_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2014,2020-11-17,All rights reserved,"Copyright © 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dyi_html.zip,CLD-Bible-djiminisenoufo
dyula,Bible in Dyula,"The Bible, translated into Dyula.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): Biblu Ala ta Kuma [The Bible in Dyula]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/dyu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2020-11-18,All rights reserved,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/dyu_html.zip,CLD-Bible-dyula
easternbontok,Bible in Eastern Bontok,"The Bible, translated into Eastern Bontok.",ebible.org,"Wycliffe Bible Translators, Inc. (2003): Nan kalen apo Dios (Nan fiarú ay turag) [The Bible in Eastern Bontok]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ebk_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2003,2014-08-06,CCBYNCND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ebk_html.zip,CLD-Bible-easternbontok
estonianpkp,Bible in Estonian,"The Bible, translated into Estonian.",ebible.org,Sihtasutus Piibel Kõigile (2023): Piibel Kõigile [The Bible in Estonian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ekkpkp_html.zip,,Primary texts,Sihtasutus Piibel Kõigile,2023,2023-04-10,CCBYSA,Copyright © 2023 Sihtasutus Piibel Kõigile,https://ebible.org/Scriptures/ekkpkp_html.zip,CLD-Bible-estonianpkp
